EAN,Editorial,Coleccion,Titulo,Autor,Idioma,Ibic,Thema,PVP,IVA,Descuento Cliente,Precio Cliente,Unidades Venta,Libro Texto,Permite Devolucion,Fecha Servicio,Encuadernacion,Ancho (cm),Alto (cm),Fecha Edicion,Paginas,Peso (gr),Resumen o Sinopsis,Portada libro,Activo
9788410469242,"BLUME,EDICIONES",QUE? COM?...,TODO SOBRE LOS ROBOTS,"ERNE,ANDREA",CASTELLANO,YBG, ,18.9,4,25,13.63,1,N,S,2026-04-22T00:00:00, ,240,280,2026-03-01T00:00:00,18,512,"* Descubre el mundo de manera divertida a través de las páginas de este libro, en el que podrás encontrar respuestas a miles de preguntas sobre los robots. ¿Cómo funciona un robot? ¿Quién ayuda en el campo y en el establo? ¿Cómo pueden salvar vidas los robots? ¿Cómo aprenden a pensar los robots? Un libro de conocimientos básicos para niños y niñas, con numerosas solapas que permiten atisbar procesos, movimientos y secuencias, dibujos detallados con grandes descubrimientos y textos sencillos para explicar o leer. ",http://www.azeta.es/imagenes/9788410/978841046924.JPG,S
